number,activity-Active,activity-Awaiting Evidence,activity-Awaiting Problem,activity-Awaiting User Info,activity-Awaiting Vendor,activity-Closed,activity-New,activity-Resolved,activity-Update category,activity-Update priority,activity-Update unknown attribute,category_Collectors,category_Database,category_Desktop,category_Global web governance,category_Home office,category_Information security,category_Infrastructure,category_Internet,category_Mobile device,category_Network,category_Notebook,category_OTCS - PABX,category_Office pack,category_Others,category_Passwords and access,category_Peripheral,category_Plugin,category_Printer,category_Radio frequency antenna,category_Remote access,category_Request,category_SAP,category_SAP CRM,category_SAP ECC,category_SAP ECC EN,category_SAP GRC,category_Scanner,category_Server,category_Software,category_Software - industry,category_Successfactors,category_Telephony,category_Telephony portal,category_Terminal,category_Unproductive call,label-easy_categs
INC0033152,0.7510682545,0,0,0,0,0.2492493701,0.3535686454,0.4987589013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
INC0033153,0,0,0,0,0,0.2692788997,0.3819812092,0.2694194334,0,0,0.8420168638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
INC0033154,0,0,0,0,0,0.1766392119,0.5011373698,0.176731398,0,0,0.8285082609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
INC0033155,0,0,0,0,0,0.1960666784,0.2781272019,0.1961690035,0,0,0.9196308168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
INC0033157,0,0,0,0,0,0.3154402097,0.8949251715,0.3156048345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
INC0033159,0,0,0,0,0,0.4991719322,0.7080922364,0.4994324447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC0033160,0,0,0,0,0,0.4991719322,0.7080922364,0.4994324447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
INC0033162,0,0,0,0.5609045984,0,0.2229307353,0.3162347735,0.2230470805,0,0,0.697089296,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC0033163,0,0,0,0.8182929267,0,0.1626146803,0.4613488267,0.1626995471,0,0,0.2542425404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
INC0033164,0.7290327417,0,0,0,0,0.4838733379,0,0.4841258662,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC0033166,0,0,0,0,0,0.7069222896,0,0.7072912247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
INC0033168,0.7290327417,0,0,0,0,0.4838733379,0,0.4841258662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC0033170,0.7290327417,0,0,0,0,0.4838733379,0,0.4841258662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
INC0033171,0.7290327417,0,0,0,0,0.4838733379,0,0.4841258662,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC0033172,0.7290327417,0,0,0,0,0.4838733379,0,0.4841258662,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC0033173,0.7290327417,0,0,0,0,0.4838733379,0,0.4841258662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
INC0033174,0.7290327417,0,0,0,0,0.4838733379,0,0.4841258662,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC0033175,0.7290327417,0,0,0,0,0.4838733379,0,0.4841258662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
INC0033176,0,0,0,0,0,0.4991719322,0.7080922364,0.4994324447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC0033177,0.2691395996,0,0,0.4494499257,0,0.1786332341,0.2533972727,0.1787264608,0.7207594955,0,0.2792870063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
INC0033178,0.7290327417,0,0,0,0,0.4838733379,0,0.4841258662,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC0033179,0,0,0,0.194821943,0,0.07743170432,0.1098394864,0.07747211509,0,0,0.9684947601,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC0033180,0.5604511965,0,0,0,0,0.185991229,0.5276696736,0.1860882958,0,0,0.5815819639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
INC0033181,0.5576248152,0,0,0.4656030406,0,0.1850532666,0.2625043055,0.1851498439,0,0,0.5786490192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
INC0033182,0,0,0,0,0,0.3935145432,0.5582136634,0.3937199142,0,0,0.6152466493,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC0033184,0,0,0,0,0,0.4991719322,0.7080922364,0.4994324447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
INC0033185,0.5814017155,0,0,0,0,0.3858877286,0,0.3860891192,0,0,0.6033223832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
INC0033188,0,0,0,0,0,0.4991719322,0.7080922364,0.4994324447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
INC0033191,0,0,0,0,0,0.7069222896,0,0.7072912247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC0033193,0.3012850491,0,0,0,0,0.1999687998,0.2836624929,0.2000731614,0.8068454452,0,0.3126444402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
INC0033194,0.7290327417,0,0,0,0,0.4838733379,0,0.4841258662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC0033197,0,0,0,0,0,0.4991719322,0.7080922364,0.4994324447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
INC0033198,0,0,0,0,0,0.4991719322,0.7080922364,0.4994324447,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC0033199,0.2094916175,0,0,0.3498407224,0,0.1390436978,0.197238179,0.1391162632,0,0,0.8695604334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
INC0033200,0,0,0,0,0,0.4991719322,0.7080922364,0.4994324447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC0033204,0.4019722968,0,0,0,0,0.2667969021,0,0.2669361405,0,0,0.8342558256,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
INC0033205,0,0,0,0,0,0.4991719322,0.7080922364,0.4994324447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC0033207,0.7290327417,0,0,0,0,0.4838733379,0,0.4841258662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC0033208,0,0,0,0,0,0.4991719322,0.7080922364,0.4994324447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC0033209,0.3759489562,0,0,0,0,0.2495247002,0.3539592105,0.2496549245,0,0,0.7802468214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC0033211,0,0,0,0,0,0.4991719322,0.7080922364,0.4994324447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC0033212,0.6010646558,0,0,0,0,0.3989384079,0.5659075987,0.3991466096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
INC0033214,0,0,0,0.2462695592,0,0.09787948623,0.2776907107,0.09793056848,0,0,0.9181875535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
INC0033215,0,0,0,0,0,0.4991719322,0.7080922364,0.4994324447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC0033217,0,0,0,0,0,0.4991719322,0.7080922364,0.4994324447,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC0033218,0,0,0,0,0,0.4991719322,0.7080922364,0.4994324447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC0033219,0,0,0,0,0,0.2692788997,0.3819812092,0.2694194334,0,0,0.8420168638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
INC0033221,0.1502062347,0,0,0.250837042,0,0.09969482577,0.1414204758,0.09974685543,0,0,0.9352168845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
INC0033222,0,0,0,0,0,0.4991719322,0.7080922364,0.4994324447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
INC0033225,0,0,0,0,0,0.1960666784,0.2781272019,0.1961690035,0,0,0.9196308168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC0033226,0.5099934537,0,0,0,0,0.3384926638,0.4801632701,0.3386693195,0,0,0.529221806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
INC0033230,0.4242210575,0,0,0.7084283514,0,0.2815638412,0.3994078135,0.2817107863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
INC0033232,0.5099934537,0,0,0,0,0.3384926638,0.4801632701,0.3386693195,0,0,0.529221806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
INC0033233,0.6010646558,0,0,0,0,0.3989384079,0.5659075987,0.3991466096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
INC0033234,0.5099934537,0,0,0,0,0.3384926638,0.4801632701,0.3386693195,0,0,0.529221806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
INC0033235,0.0939725694,0,0,0.1569295801,0,0.06237143852,0.08847599101,0.0624039895,0,0,0.9751562992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
INC0033236,0,0,0,0,0,0.4991719322,0.7080922364,0.4994324447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
INC0033237,0,0,0,0,0,0.4991719322,0.7080922364,0.4994324447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC0033239,0,0,0,0,0,0.2219847412,0.3148928489,0.2221005926,0.895676613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
INC0033240,0,0,0,0,0,0.4991719322,0.7080922364,0.4994324447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
INC0033242,0,0,0,0,0,0.3935145432,0.5582136634,0.3937199142,0,0,0.6152466493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
INC0033243,0.1754726868,0,0,0.2930307773,0,0.1164646659,0.1652090601,0.1165254476,0,0,0.9104427867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
INC0033244,0.1835290604,0,0,0,0,0.1218118391,0.1727942058,0.1218754114,0,0,0.9522434071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
INC0033245,0.5099934537,0,0,0,0,0.3384926638,0.4801632701,0.3386693195,0,0,0.529221806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
INC0033246,0.5099934537,0,0,0,0,0.3384926638,0.4801632701,0.3386693195,0,0,0.529221806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
INC0033247,0.5099934537,0,0,0,0,0.3384926638,0.4801632701,0.3386693195,0,0,0.529221806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
INC0033252,0,0,0,0,0,0.4991719322,0.7080922364,0.4994324447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC0033254,0.5814017155,0,0,0,0,0.3858877286,0,0.3860891192,0,0,0.6033223832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
INC0033255,0,0,0,0,0,0.4991719322,0.7080922364,0.4994324447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC0033256,0,0,0,0,0,0.3935145432,0.5582136634,0.3937199142,0,0,0.6152466493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
INC0033257,0,0,0,0,0,0.4991719322,0.7080922364,0.4994324447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
INC0033258,0.7290327417,0,0,0,0,0.4838733379,0,0.4841258662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC0033259,0.7290327417,0,0,0,0,0.4838733379,0,0.4841258662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC0033260,0.5099934537,0,0,0,0,0.3384926638,0.4801632701,0.3386693195,0,0,0.529221806,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC0033261,0.7290327417,0,0,0,0,0.4838733379,0,0.4841258662,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC0033262,0.7290327417,0,0,0,0,0.4838733379,0,0.4841258662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
INC0033263,0,0,0,0,0,0.4991719322,0.7080922364,0.4994324447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
INC0033264,0.1294839408,0,0,0.2162318278,0,0.0859410326,0.1219102559,0.1719717686,0,0,0.9405612393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
INC0033265,0,0,0,0,0,0.3935145432,0.5582136634,0.3937199142,0,0,0.6152466493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
INC0033266,0,0,0,0,0,0.1522789827,0.2160128775,0.1523584555,0,0,0.9523321108,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
INC0033267,0,0,0,0,0,0.4991719322,0.7080922364,0.4994324447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC0033268,0,0,0,0,0,0.3935145432,0.5582136634,0.3937199142,0,0,0.6152466493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
INC0033269,0.6010646558,0,0,0,0,0.3989384079,0.5659075987,0.3991466096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
INC0033271,0,0,0,0,0,0.4991719322,0.7080922364,0.4994324447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
INC0033272,0,0,0,0,0.3221450478,0.05787275156,0.0820944517,0.05790295472,0,0.599009653,0.7238566828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
INC0033273,0,0,0,0,0,0.1960666784,0.2781272019,0.1961690035,0,0,0.9196308168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC0033276,0.6010646558,0,0,0,0,0.3989384079,0.5659075987,0.3991466096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
INC0033277,0,0,0,0,0,0.4991719322,0.7080922364,0.4994324447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC0033278,0,0,0,0,0,0.3935145432,0.5582136634,0.3937199142,0,0,0.6152466493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
INC0033279,0.3171854845,0,0,0,0,0.2105222308,0.298632891,0.2106321001,0.8494270266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
INC0033280,0.1835290604,0,0,0,0,0.1218118391,0.1727942058,0.1218754114,0,0,0.9522434071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
INC0033281,0,0,0,0,0,0.3935145432,0.5582136634,0.3937199142,0,0,0.6152466493,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC0033282,0,0,0,0,0,0.7069222896,0,0.7072912247,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC0033283,0.7290327417,0,0,0,0,0.4838733379,0,0.4841258662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
INC0033284,0,0,0,0,0,0.3935145432,0.5582136634,0.3937199142,0,0,0.6152466493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
INC0033286,0.7290327417,0,0,0,0,0.4838733379,0,0.4841258662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC0033287,0.3323513195,0,0,0,0,0.2205880931,0,0.2207032157,0.8900413384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
INC0033288,0.7290327417,0,0,0,0,0.4838733379,0,0.4841258662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
INC0033289,0,0,0,0,0,0.2692788997,0.3819812092,0.2694194334,0,0,0.8420168638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC0033291,0.7290327417,0,0,0,0,0.4838733379,0,0.4841258662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC0033292,0.3171854845,0,0,0,0,0.2105222308,0.298632891,0.2106321001,0.8494270266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
INC0033293,0.7290327417,0,0,0,0,0.4838733379,0,0.4841258662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC0033294,0.7290327417,0,0,0,0,0.4838733379,0,0.4841258662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC0033296,0.3759489562,0,0,0,0,0.2495247002,0.3539592105,0.2496549245,0,0,0.7802468214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC0033297,0.7290327417,0,0,0,0,0.4838733379,0,0.4841258662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC0033298,0.7290327417,0,0,0,0,0.4838733379,0,0.4841258662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC0033299,0.5814017155,0,0,0,0,0.3858877286,0,0.3860891192,0,0,0.6033223832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
INC0033300,0.7290327417,0,0,0,0,0.4838733379,0,0.4841258662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC0033301,0,0,0,0.703581122,0,0.2796373168,0.3966749736,0.2797832565,0,0,0.4372034659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
INC0033302,0,0,0,0.2976490102,0,0.118300176,0.1678127931,0.1183619156,0,0,0.9247915757,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC0033303,0.6300890386,0,0,0,0,0.2091012302,0.2966171537,0.2092103579,0,0,0.653845371,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC0033304,0.7290327417,0,0,0,0,0.4838733379,0,0.4841258662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC0033305,0.7290327417,0,0,0,0,0.4838733379,0,0.4841258662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC0033306,0.7290327417,0,0,0,0,0.4838733379,0,0.4841258662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
